product_name,sku,category,store_name,sale_date,quantity,revenue,current_stock,selling_price,cost_price,lead_time_days,safety_stock
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-19",6,870,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-19",8,960,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-19",8,760,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-19",8,360,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-19",6,840,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-19",3,174,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-19",1,115,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-20",9,225,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-20",9,486,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-20",6,960,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-20",6,1260,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-20",6,1590,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-20",6,870,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-20",8,960,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-20",8,760,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-20",8,360,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-20",6,840,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-20",3,174,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-20",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-20",9,225,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-20",9,486,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-20",6,960,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-20",6,1260,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-20",6,1590,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-20",6,870,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-20",8,960,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-20",8,760,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-20",8,360,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-20",6,840,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-20",3,174,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-20",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-21",9,225,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-21",9,486,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-21",6,960,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-21",6,1260,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-21",6,1590,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-21",6,870,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-21",8,960,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-21",8,760,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-21",8,360,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-21",6,840,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-21",3,174,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-21",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-21",7,175,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-21",7,378,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-21",4,640,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-21",4,840,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-21",4,1060,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-21",4,580,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-21",6,720,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-21",6,570,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-21",6,270,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-21",4,560,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-21",1,58,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-21",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-22",7,175,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-22",7,378,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-22",4,640,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-22",4,840,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-22",4,1060,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-22",4,580,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-22",6,720,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-22",6,570,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-22",6,270,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-22",4,560,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-22",1,58,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-22",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-22",5,125,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-22",5,270,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-22",2,320,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-22",2,420,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-22",2,530,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-22",2,290,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-22",4,480,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-22",4,380,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-22",4,180,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-22",2,280,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-22",0,0,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-22",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-23",5,125,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-23",5,270,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-23",2,320,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-23",2,420,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-23",2,530,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-23",2,290,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-23",4,480,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-23",4,380,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-23",4,180,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-23",2,280,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-23",0,0,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-23",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-23",5,125,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-23",5,270,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-23",2,320,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-23",2,420,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-23",2,530,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-23",2,290,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-23",4,480,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-23",4,380,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-23",4,180,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-23",2,280,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-23",0,0,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-23",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-24",5,125,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-24",5,270,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-24",2,320,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-24",2,420,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-24",2,530,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-24",2,290,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-24",4,480,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-24",4,380,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-24",4,180,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-24",2,280,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-24",0,0,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-24",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-24",7,175,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-24",7,378,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-24",4,640,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-24",4,840,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-24",4,1060,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-24",4,580,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-24",6,720,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-24",6,570,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-24",6,270,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-24",4,560,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-24",1,58,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-24",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-25",7,175,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-25",7,378,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-25",4,640,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-25",4,840,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-25",4,1060,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-25",4,580,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-25",6,720,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-25",6,570,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-25",6,270,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-25",4,560,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-25",1,58,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-25",1,115,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-25",9,225,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-25",9,486,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-25",6,960,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-25",6,1260,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-25",6,1590,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-25",6,870,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-25",8,960,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-25",8,760,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-25",8,360,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-25",6,840,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-25",3,174,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-25",1,115,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-26",9,225,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-26",9,486,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-26",6,960,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-26",6,1260,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-26",6,1590,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-26",6,870,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-26",8,960,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-26",8,760,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-26",8,360,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-26",6,840,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-26",3,174,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-26",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-26",9,225,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-26",9,486,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-26",6,960,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-26",6,1260,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-26",6,1590,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-26",6,870,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-26",8,960,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-26",8,760,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-26",8,360,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-26",6,840,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-26",3,174,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-26",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-27",9,225,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-27",9,486,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-27",6,960,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-27",6,1260,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-27",6,1590,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-27",6,870,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-27",8,960,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-27",8,760,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-27",8,360,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-27",6,840,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-27",3,174,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-27",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-27",8,200,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-27",8,432,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-27",5,800,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-27",5,1050,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-27",5,1325,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-27",5,725,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-27",7,840,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-27",7,665,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-27",7,315,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-27",5,700,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-27",2,116,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-27",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-28",8,200,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-28",8,432,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-28",5,800,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-28",5,1050,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-28",5,1325,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-28",5,725,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-28",7,840,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-28",7,665,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-28",7,315,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-28",5,700,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-28",2,116,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-28",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-28",6,150,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-28",6,324,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-28",3,480,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-28",3,630,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-28",3,795,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-28",3,435,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-28",5,600,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-28",5,475,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-28",5,225,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-28",3,420,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-28",0,0,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-28",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-29",6,150,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-29",6,324,6,54,46,2,15
